x1,x2,y,r2_0_3,r2_0_0
0.7597722021377133,1.4183163310965992,1,3.0789770276169133,2.5888750141965082
2.429895890106687,-2.9748390448852295,0,41.6030956490424,14.754061379731034
-1.3126624072652748,-3.8376302199759076,0,48.476269620575245,16.450488300719798
1.5442468487959944,0.9042361409994493,1,6.776924482709239,3.202341328705935
0.675905160773566,3.4716643081132177,1,0.6793150059082604,12.509300854587567
-0.8979871851811447,1.8252062269588887,1,2.1865213939257258,4.137758755679058
-1.4478988706878495,-2.1784759321505325,0,28.913024119601477,6.8421685266982815
2.580608386105753,-0.6274401493218354,0,19.817861679351356,7.053220783420346
1.1787442220998672,0.07145948968235971,1,9.965787461705327,1.3945443997994842
-1.8482222002764788,0.5249872853142679,1,9.541613239450866,3.691536951336473
-2.2217484555526363,-0.7365065477357634,0,18.897647381022757,5.478608094608177
0.7995588587519256,-3.1802256296679756,0,38.834483202213605,10.753129424205753
0.2104032233001729,-2.3994881574371836,0,29.19874187867949,5.801812934056393
0.5555760476319204,3.323146500120455,1,0.4130884052424052,11.351967405965135
1.4531618995382298,1.6127161118508888,1,4.036236092587672,4.712532763693005
-1.5151162664704285,4.645080298014526,0,5.001866487838852,23.872348275926008
1.9199914654194676,1.2684162341047145,0,6.684749565595694,5.295246970223981
2.2805098840384233,-0.807852529895354,0,19.70046622062739,5.853351041255267
-0.39276017397180174,-2.7098070916415335,0,32.7561575780183,7.4973150281691066
-1.1060839946984449,0.17151234430834866,1,9.223764221728121,1.2528382875782151
0.7476432255825674,-4.862269207272287,0,62.3742474803815,24.20063223674778
-1.3675455107998964,0.8073824616950334,1,6.677752393391481,2.5220471635616817
2.428850247833448,-0.7028249390794945,0,19.610226055869667,6.393276421392698
0.6123250322165565,-0.04715553271895905,1,9.660098785658771,0.3771655893450158
-0.2513057915217649,1.0583084302966923,1,3.833320752709276,1.1831713344894295
-1.4639214254642439,2.269262354775399,0,2.677043446081658,7.292617574734053
4.2998956970559306,-2.239470509760932,0,45.941154228214586,23.504331169648996
-0.802334109007942,-1.8720736165916676,1,24.380841347966182,4.1483996484161745
1.7722564920373567,0.4988083022001194,1,9.396852982711605,3.389702795912323
-1.2617563458659824,-0.2530855675243841,1,12.17459478596852,1.6560813808222163
1.116283129992291,2.275117985303783,1,1.771541961535433,6.42224987335813
2.705103561092618,-1.2312770834291973,0,25.221291032989058,8.833628532413874
-1.9129500099092465,-1.1813998131278591,0,21.143482137637484,5.055083258870327
-2.5630402590434778,-3.757463563183441,0,52.232489177229496,20.68770779812886
0.19492868394502355,-0.580725368895709,1,12.859591359277848,0.3752391459035962
-0.7044167625009571,-1.0236944874718108,1,16.686320303803374,1.5441533789725033
-2.935789193347092,0.9343193146066047,0,12.885894881780896,9.491810769420525
-2.4808393505009865,-1.0523889490537486,0,22.5764200774071,7.262086383084609
-1.8116356097811195,1.0013089551168002,1,7.276789475523305,4.284643206224107
0.7046348326445391,-0.03673744370918404,1,9.718284549401387,0.49785988714628304
-0.5047277702320562,-2.076821521914883,1,26.028866887421575,4.567937755932275
2.035584038711264,1.9397219735049909,0,5.267791872124212,7.906123713154157
2.384658455415935,1.4684199574052406,0,8.03233337586128,7.842853120292722
1.1836077526012665,1.0540915672939841,1,5.187486940494204,2.512036344258109
-3.1550566862856275,-0.6507161122258773,0,23.28211082574127,10.377814152386005
-0.5530106692363107,-0.326779684661674,1,11.373283870566821,0.41260576259677534
-3.366971251369284,-2.033468657061015,0,36.67230212916285,15.47149018679677
0.45325949544084465,-2.391030139826726,0,29.26865013872746,5.922469299767102
2.389811290021322,1.043475570012664,0,9.539185847050645,6.800039267126629
0.3929328359340142,-0.5111833498940294,1,12.482804730128205,0.4157046307640285
1.1555067531542116,-1.4055207904201144,1,20.74380929140886,3.3106845488881707
0.11654455114325891,-2.3193424344304687,0,28.308986567133854,5.392931960551037
-3.278301283659306,-1.2315813065805445,0,28.653539660644164,12.264051821160896
-0.8910807328156485,2.680922975135724,1,0.8958350201915108,7.9813728710058545
0.4032394035068005,3.4929836843227546,1,0.40563492954895763,12.363537035485486
0.8385934063992743,-1.4120642563403234,1,20.16954990333223,2.697164365290289
